学生ID,年级,专业,订单ID,订单日期,商品类别,商品名称,商品单价,购买数量,订单金额,支付方式,是否使用优惠券,优惠金额,实付金额,收货地址,订单状态,评分,是否评价,下单时间
STU000001,大四,物流管理,ORD00000878,2025-05-05 19:57:43.076222,图书,图书50,44.26,3,132.78,微信支付,False,0.0,132.78,校外住址,处理中,,False,2025-05-05 13:58:21.076222
STU000176,大四,数据科学,ORD00000879,2024-09-10 19:57:43.076222,运动器材,运动器材4,204.5,2,409.0,银行卡,False,0.0,409.0,校区1学生宿舍,已完成,5.0,True,2024-09-10 20:23:23.076222
STU000176,大四,数据科学,ORD00000880,2025-02-09 19:57:43.076222,服装,服装29,286.39,4,1145.56,支付宝,False,0.0,1145.56,校外住址,已完成,,False,2025-02-09 17:52:16.076222
STU000176,大四,数据科学,ORD00000881,2024-08-27 19:57:43.076222,服装,服装67,62.39,5,311.95,校园卡,True,57.79,254.16,校外住址,已完成,,False,2024-08-27 13:03:12.076222
STU000176,大四,数据科学,ORD00000882,2025-03-13 19:57:43.076222,电子产品,电子产品59,3987.91,3,11963.73,支付宝,True,2006.47,9957.26,校区3学生宿舍,已完成,,False,2025-03-13 10:20:18.076222
STU000176,大四,数据科学,ORD00000883,2024-11-03 19:57:43.076222,运动器材,运动器材55,141.03,3,423.09,银行卡,True,61.68,361.40999999999997,校外住址,已完成,4.0,True,2024-11-03 11:15:51.076222
STU000047,大一,数据科学,ORD00000884,2024-10-03 19:57:43.076222,运动器材,运动器材68,363.71,2,727.42,支付宝,True,41.24,686.18,校区2学生宿舍,已完成,3.0,True,2024-10-03 22:24:39.076222
STU000047,大一,数据科学,ORD00000885,2025-05-11 19:57:43.076222,生活用品,生活用品31,105.12,5,525.6,校园卡,True,63.61,461.99,校区1学生宿舍,已完成,,False,2025-05-11 16:23:08.076222
STU000047,大一,数据科学,ORD00000886,2024-12-11 19:57:43.076222,电子产品,电子产品36,4682.35,2,9364.7,校园卡,False,0.0,9364.7,校外住址,已完成,3.0,True,2024-12-11 22:34:28.076222
STU000142,大四,物流管理,ORD00000887,2024-11-08 19:57:43.076222,生活用品,生活用品41,196.97,3,590.91,校园卡,False,0.0,590.91,校区3学生宿舍,已取消,,False,2024-11-08 21:23:50.076222
STU000142,大四,物流管理,ORD00000888,2024-08-19 19:57:43.076222,生活用品,生活用品1,74.82,2,149.64,支付宝,True,28.96,120.67999999999998,校外住址,处理中,,False,2024-08-19 18:01:08.076222
STU000160,大三,市场营销,ORD00000889,2025-04-12 19:57:43.076222,电子产品,电子产品1,3271.97,5,16359.85,校园卡,True,238.03,16121.82,校区3学生宿舍,已完成,1.0,True,2025-04-12 18:04:13.076222
STU000493,大一,数据科学,ORD00000890,2024-09-01 19:57:43.076222,图书,图书80,92.22,4,368.88,银行卡,True,50.31,318.57,校区3学生宿舍,已完成,,False,2024-09-01 20:24:37.076222
STU000493,大一,数据科学,ORD00000891,2024-08-01 19:57:43.076222,食品,食品1,48.08,2,96.16,微信支付,False,0.0,96.16,校区3学生宿舍,处理中,,False,2024-08-01 21:09:47.076222
STU000493,大一,数据科学,ORD00000892,2024-11-23 19:57:43.076222,运动器材,运动器材14,493.16,5,2465.8,微信支付,True,453.33,2012.4700000000003,校区2学生宿舍,已完成,1.0,True,2024-11-23 13:45:34.076222
STU000857,大一,电子商务,ORD00000893,2024-08-30 19:57:43.076222,生活用品,生活用品2,178.16,2,356.32,支付宝,True,44.68,311.64,校区1学生宿舍,已取消,,False,2024-08-30 09:24:47.076222
STU000857,大一,电子商务,ORD00000894,2025-02-10 19:57:43.076222,电子产品,电子产品22,1385.71,4,5542.84,银行卡,True,226.1,5316.74,校外住址,已取消,,False,2025-02-10 19:01:34.076222
STU000532,大一,物流管理,ORD00000895,2025-01-08 19:57:43.076222,电子产品,电子产品35,4509.27,2,9018.54,银行卡,False,0.0,9018.54,校区3学生宿舍,已完成,,False,2025-01-08 19:35:40.076222
STU000532,大一,物流管理,ORD00000896,2024-07-28 19:57:43.076222,食品,食品85,87.65,2,175.3,微信支付,True,11.41,163.89000000000001,校区1学生宿舍,已取消,,False,2024-07-28 22:24:57.076222
STU000532,大一,物流管理,ORD00000897,2024-07-11 19:57:43.076222,食品,食品28,59.44,1,59.44,微信支付,True,8.54,50.9,校区2学生宿舍,已完成,,False,2024-07-11 10:29:43.076222
STU000532,大一,物流管理,ORD00000898,2025-01-01 19:57:43.076222,运动器材,运动器材73,466.61,2,933.22,微信支付,True,178.56,754.6600000000001,校区2学生宿舍,已完成,,False,2025-01-01 13:09:36.076222
STU000903,大二,计算机科学,ORD00000899,2024-12-24 19:57:43.076222,运动器材,运动器材90,345.76,3,1037.28,微信支付,True,132.85,904.43,校区2学生宿舍,已完成,2.0,True,2024-12-24 18:41:23.076222
STU000903,大二,计算机科学,ORD00000900,2025-03-11 19:57:43.076222,运动器材,运动器材60,141.43,5,707.15,银行卡,False,0.0,707.15,校区1学生宿舍,已完成,,False,2025-03-11 23:46:41.076222
STU000903,大二,计算机科学,ORD00000901,2024-09-09 19:57:43.076222,电子产品,电子产品58,1520.23,4,6080.92,银行卡,True,694.49,5386.43,校外住址,已完成,,False,2024-09-09 11:11:57.076222
STU000903,大二,计算机科学,ORD00000902,2024-05-21 19:57:43.076222,电子产品,电子产品28,954.22,5,4771.1,银行卡,True,154.67,4616.43,校外住址,已完成,5.0,True,2024-05-21 23:46:07.076222
STU000142,大二,电子商务,ORD00000903,2024-08-04 19:57:43.076222,学习用品,学习用品6,11.06,1,11.06,校园卡,False,0.0,11.06,校区2学生宿舍,已完成,5.0,True,2024-08-04 13:02:56.076222
STU000142,大二,电子商务,ORD00000904,2025-02-27 19:57:43.076222,食品,食品89,82.97,5,414.85,校园卡,False,0.0,414.85,校外住址,已取消,,False,2025-02-27 19:43:13.076222
STU000142,大二,电子商务,ORD00000905,2025-04-26 19:57:43.076222,生活用品,生活用品50,53.24,3,159.72,支付宝,False,0.0,159.72,校区1学生宿舍,已完成,2.0,True,2025-04-26 16:19:15.076222
STU000876,大三,计算机科学,ORD00000906,2025-01-10 19:57:43.076222,学习用品,学习用品83,42.58,3,127.74,微信支付,True,24.38,103.36,校区1学生宿舍,处理中,,False,2025-01-10 08:49:09.076222
STU000876,大三,计算机科学,ORD00000907,2025-03-16 19:57:43.076222,图书,图书26,106.32,3,318.96,支付宝,True,19.32,299.64,校区2学生宿舍,已完成,,False,2025-03-16 09:39:52.076222
STU000876,大三,计算机科学,ORD00000908,2025-03-11 19:57:43.076222,食品,食品94,17.44,4,69.76,微信支付,False,0.0,69.76,校外住址,已完成,2.0,True,2025-03-11 09:40:09.076222
STU000876,大三,计算机科学,ORD00000909,2024-07-18 19:57:43.076222,电子产品,电子产品99,678.59,2,1357.18,支付宝,False,0.0,1357.18,校区2学生宿舍,已完成,,False,2024-07-18 09:07:38.076222
STU000876,大三,计算机科学,ORD00000910,2024-07-18 19:57:43.076222,学习用品,学习用品44,23.12,4,92.48,银行卡,True,16.89,75.59,校区1学生宿舍,已完成,5.0,True,2024-07-18 22:08:46.076222
STU000203,大二,计算机科学,ORD00000911,2024-10-17 19:57:43.076222,生活用品,生活用品14,97.66,2,195.32,微信支付,False,0.0,195.32,校外住址,已完成,2.0,True,2024-10-17 17:49:33.076222
STU000203,大二,计算机科学,ORD00000912,2024-10-11 19:57:43.076222,电子产品,电子产品2,541.49,1,541.49,校园卡,True,85.54,455.95,校外住址,处理中,,False,2024-10-11 12:59:21.076222
STU000154,大三,工商管理,ORD00000913,2024-07-24 19:57:43.076222,学习用品,学习用品28,13.71,5,68.55,校园卡,False,0.0,68.55,校区1学生宿舍,已完成,,False,2024-07-24 08:51:59.076222
STU000154,大三,工商管理,ORD00000914,2024-07-24 19:57:43.076222,运动器材,运动器材55,273.45,5,1367.25,校园卡,True,212.3,1154.95,校区1学生宿舍,已完成,,False,2024-07-24 12:17:12.076222
STU000335,大三,工商管理,ORD00000915,2024-10-24 19:57:43.076222,运动器材,运动器材55,145.41,2,290.82,支付宝,True,15.09,275.73,校区2学生宿舍,已完成,1.0,True,2024-10-24 23:59:03.076222
STU000335,大三,工商管理,ORD00000916,2024-11-21 19:57:43.076222,生活用品,生活用品11,106.28,2,212.56,银行卡,False,0.0,212.56,校区1学生宿舍,已完成,2.0,True,2024-11-21 22:46:46.076222
STU000335,大三,工商管理,ORD00000917,2024-12-24 19:57:43.076222,运动器材,运动器材88,60.07,5,300.35,支付宝,True,7.81,292.54,校区3学生宿舍,已完成,3.0,True,2024-12-24 16:55:10.076222
STU000335,大三,工商管理,ORD00000918,2024-09-10 19:57:43.076222,图书,图书99,24.21,3,72.63,银行卡,True,1.81,70.82,校区3学生宿舍,已取消,,False,2024-09-10 20:31:36.076222
STU000335,大三,工商管理,ORD00000919,2024-11-24 19:57:43.076222,食品,食品23,66.06,3,198.18,微信支付,False,0.0,198.18,校区3学生宿舍,已完成,,False,2024-11-24 17:27:53.076222
STU000492,大一,电子商务,ORD00000920,2024-09-25 19:57:43.076222,食品,食品95,10.25,4,41.0,银行卡,True,4.55,36.45,校区2学生宿舍,已完成,1.0,True,2024-09-25 08:51:58.076222
STU000492,大一,电子商务,ORD00000921,2025-02-27 19:57:43.076222,电子产品,电子产品70,2301.7,1,2301.7,支付宝,False,0.0,2301.7,校区2学生宿舍,已完成,,False,2025-02-27 21:33:02.076222
STU000492,大一,电子商务,ORD00000922,2025-02-08 19:57:43.076222,学习用品,学习用品60,25.15,3,75.45,支付宝,True,8.94,66.51,校区1学生宿舍,处理中,,False,2025-02-08 18:45:03.076222
STU000521,大一,工商管理,ORD00000923,2025-01-06 19:57:43.076222,学习用品,学习用品26,7.42,2,14.84,银行卡,True,0.99,13.85,校区3学生宿舍,已完成,,False,2025-01-06 16:31:19.076222
STU000521,大一,工商管理,ORD00000924,2024-08-17 19:57:43.076222,学习用品,学习用品55,6.12,2,12.24,校园卡,False,0.0,12.24,校区3学生宿舍,已完成,,False,2024-08-17 22:27:45.076222
STU000031,大二,计算机科学,ORD00000925,2025-03-03 19:57:43.076222,学习用品,学习用品56,13.95,3,41.85,微信支付,True,5.08,36.77,校区3学生宿舍,已完成,,False,2025-03-03 21:56:25.076222
STU000031,大二,计算机科学,ORD00000926,2024-06-29 19:57:43.076222,服装,服装35,47.3,5,236.5,银行卡,True,39.29,197.21,校外住址,处理中,,False,2024-06-29 08:02:03.076222
STU000031,大二,计算机科学,ORD00000927,2024-12-18 19:57:43.076222,食品,食品7,37.95,1,37.95,银行卡,False,0.0,37.95,校区1学生宿舍,处理中,,False,2024-12-18 10:50:07.076222
STU000031,大二,计算机科学,ORD00000928,2025-03-17 19:57:43.076222,食品,食品73,21.19,4,84.76,校园卡,False,0.0,84.76,校区2学生宿舍,已完成,3.0,True,2025-03-17 10:52:45.076222
STU000004,大三,电子商务,ORD00000929,2025-04-26 19:57:43.076222,图书,图书77,61.17,1,61.17,银行卡,True,0.52,60.65,校区1学生宿舍,已取消,,False,2025-04-26 17:41:53.076222
STU000004,大三,电子商务,ORD00000930,2024-12-08 19:57:43.076222,运动器材,运动器材76,288.13,5,1440.65,银行卡,False,0.0,1440.65,校区2学生宿舍,处理中,,False,2024-12-08 10:12:29.076222
STU000004,大三,电子商务,ORD00000931,2025-05-05 19:57:43.076222,学习用品,学习用品63,22.2,4,88.8,校园卡,False,0.0,88.8,校外住址,已完成,,False,2025-05-05 11:09:13.076222
STU000004,大三,电子商务,ORD00000932,2024-06-14 19:57:43.076222,食品,食品89,61.39,4,245.56,校园卡,True,11.46,234.1,校外住址,已完成,,False,2024-06-14 13:13:47.076222
STU000004,大三,电子商务,ORD00000933,2025-03-14 19:57:43.076222,生活用品,生活用品18,199.22,1,199.22,支付宝,False,0.0,199.22,校区2学生宿舍,已完成,3.0,True,2025-03-14 21:54:42.076222
STU000479,大一,数据科学,ORD00000934,2025-01-10 19:57:43.076222,运动器材,运动器材70,429.91,5,2149.55,支付宝,True,38.27,2111.28,校区3学生宿舍,已完成,1.0,True,2025-01-10 11:54:59.076222
STU000479,大一,数据科学,ORD00000935,2024-09-17 19:57:43.076222,服装,服装69,184.32,5,921.6,校园卡,False,0.0,921.6,校外住址,已完成,1.0,True,2024-09-17 08:46:53.076222
STU000032,大一,数据科学,ORD00000936,2024-12-10 19:57:43.076222,服装,服装57,174.48,3,523.44,支付宝,True,79.34,444.1,校区2学生宿舍,已完成,,False,2024-12-10 22:32:23.076222
STU000032,大一,数据科学,ORD00000937,2025-02-20 19:57:43.076222,电子产品,电子产品61,4078.16,1,4078.16,支付宝,False,0.0,4078.16,校区1学生宿舍,已取消,,False,2025-02-20 21:30:20.076222
STU000032,大一,数据科学,ORD00000938,2024-08-20 19:57:43.076222,运动器材,运动器材76,221.11,2,442.22,校园卡,True,26.49,415.73,校区2学生宿舍,已完成,1.0,True,2024-08-20 23:43:52.076222
STU000032,大一,数据科学,ORD00000939,2024-08-12 19:57:43.076222,生活用品,生活用品46,120.74,4,482.96,微信支付,True,44.76,438.2,校区1学生宿舍,已完成,,False,2024-08-12 16:02:37.076222
STU000032,大一,数据科学,ORD00000940,2024-07-19 19:57:43.076222,服装,服装71,243.33,1,243.33,微信支付,False,0.0,243.33,校外住址,已完成,,False,2024-07-19 09:31:57.076222
STU000500,大三,物流管理,ORD00000941,2025-05-08 19:57:43.076222,生活用品,生活用品6,60.34,5,301.7,银行卡,False,0.0,301.7,校外住址,已完成,4.0,True,2025-05-08 13:18:40.076222
STU000500,大三,物流管理,ORD00000942,2025-05-14 19:57:43.076222,图书,图书66,128.56,3,385.68,校园卡,False,0.0,385.68,校外住址,已完成,3.0,True,2025-05-14 08:17:28.076222
STU000067,大四,计算机科学,ORD00000943,2024-08-06 19:57:43.076222,生活用品,生活用品74,38.4,3,115.2,微信支付,True,3.68,111.52,校区3学生宿舍,已完成,4.0,True,2024-08-06 12:00:32.076222
STU000067,大四,计算机科学,ORD00000944,2024-10-03 19:57:43.076222,生活用品,生活用品68,115.89,4,463.56,银行卡,True,56.93,406.63,校外住址,已完成,3.0,True,2024-10-03 23:09:48.076222
STU000590,大一,工商管理,ORD00000945,2024-05-31 19:57:43.076222,生活用品,生活用品14,36.05,1,36.05,微信支付,True,1.55,34.5,校区2学生宿舍,已完成,3.0,True,2024-05-31 14:45:26.076222
STU000590,大一,工商管理,ORD00000946,2024-09-06 19:57:43.076222,食品,食品13,90.5,4,362.0,银行卡,False,0.0,362.0,校区3学生宿舍,已完成,1.0,True,2024-09-06 18:35:32.076222
STU000590,大一,工商管理,ORD00000947,2024-11-06 19:57:43.076222,运动器材,运动器材79,459.5,1,459.5,支付宝,False,0.0,459.5,校外住址,已完成,,False,2024-11-06 12:16:07.076222
STU000590,大一,工商管理,ORD00000948,2024-12-25 19:57:43.076222,服装,服装61,265.72,1,265.72,银行卡,False,0.0,265.72,校外住址,已完成,5.0,True,2024-12-25 20:54:04.076222
STU000590,大一,工商管理,ORD00000949,2024-06-22 19:57:43.076222,运动器材,运动器材60,107.05,5,535.25,微信支付,False,0.0,535.25,校区1学生宿舍,已取消,,False,2024-06-22 08:55:25.076222
STU000279,大一,工商管理,ORD00000950,2024-10-05 19:57:43.076222,食品,食品79,86.3,5,431.5,微信支付,True,67.94,363.56,校外住址,已完成,4.0,True,2024-10-05 16:34:27.076222
STU000406,大四,市场营销,ORD00000951,2025-02-03 19:57:43.076222,食品,食品7,38.11,5,190.55,支付宝,True,12.47,178.08,校区3学生宿舍,已取消,,False,2025-02-03 18:51:42.076222
STU000406,大四,市场营销,ORD00000952,2024-07-22 19:57:43.076222,生活用品,生活用品49,150.03,2,300.06,支付宝,True,3.52,296.54,校外住址,处理中,,False,2024-07-22 19:15:44.076222
STU000406,大四,市场营销,ORD00000953,2024-11-15 19:57:43.076222,学习用品,学习用品69,26.35,1,26.35,银行卡,False,0.0,26.35,校区1学生宿舍,处理中,,False,2024-11-15 15:53:38.076222
STU000406,大四,市场营销,ORD00000954,2024-09-03 19:57:43.076222,食品,食品8,32.37,3,97.11,银行卡,True,1.94,95.17,校区3学生宿舍,已取消,,False,2024-09-03 18:23:38.076222
STU000406,大四,市场营销,ORD00000955,2025-01-23 19:57:43.076222,学习用品,学习用品49,6.11,1,6.11,银行卡,False,0.0,6.11,校区3学生宿舍,已完成,,False,2025-01-23 13:03:18.076222
STU000805,大四,工商管理,ORD00000956,2025-01-29 19:57:43.076222,食品,食品47,39.42,1,39.42,银行卡,False,0.0,39.42,校区3学生宿舍,已完成,1.0,True,2025-01-29 18:27:55.076222
STU000805,大四,工商管理,ORD00000957,2025-01-01 19:57:43.076222,服装,服装78,270.97,5,1354.85,支付宝,False,0.0,1354.85,校区2学生宿舍,已完成,,False,2025-01-01 14:50:32.076222
STU000805,大四,工商管理,ORD00000958,2024-12-23 19:57:43.076222,电子产品,电子产品24,4299.48,2,8598.96,银行卡,False,0.0,8598.96,校外住址,已完成,,False,2024-12-23 12:54:40.076222
STU000718,大三,计算机科学,ORD00000959,2024-07-14 19:57:43.076222,食品,食品16,64.33,3,192.99,微信支付,False,0.0,192.99,校外住址,已完成,1.0,True,2024-07-14 13:54:11.076222
STU000718,大三,计算机科学,ORD00000960,2024-08-05 19:57:43.076222,服装,服装98,290.09,2,580.18,校园卡,False,0.0,580.18,校外住址,已完成,,False,2024-08-05 17:25:08.076222
STU000718,大三,计算机科学,ORD00000961,2025-03-29 19:57:43.076222,学习用品,学习用品65,6.25,4,25.0,校园卡,True,0.88,24.12,校区1学生宿舍,处理中,,False,2025-03-29 10:23:58.076222
STU000817,大四,计算机科学,ORD00000962,2024-05-23 19:57:43.076222,运动器材,运动器材72,56.76,5,283.8,微信支付,False,0.0,283.8,校外住址,已取消,,False,2024-05-23 23:45:31.076222
STU000817,大四,计算机科学,ORD00000963,2024-08-28 19:57:43.076222,运动器材,运动器材34,127.8,1,127.8,微信支付,False,0.0,127.8,校外住址,已完成,3.0,True,2024-08-28 12:45:26.076222
STU000817,大四,计算机科学,ORD00000964,2025-04-11 19:57:43.076222,运动器材,运动器材62,84.26,4,337.04,校园卡,True,61.98,275.06,校区3学生宿舍,已完成,5.0,True,2025-04-11 15:47:48.076222
STU000817,大四,计算机科学,ORD00000965,2024-09-13 19:57:43.076222,食品,食品82,72.68,3,218.04,微信支付,False,0.0,218.04,校区1学生宿舍,已取消,,False,2024-09-13 22:35:22.076222
STU000817,大四,计算机科学,ORD00000966,2024-11-24 19:57:43.076222,服装,服装47,77.2,5,386.0,校园卡,True,9.53,376.47,校区2学生宿舍,已取消,,False,2024-11-24 18:56:16.076222
STU000033,大四,市场营销,ORD00000967,2024-10-23 19:57:43.076222,图书,图书20,57.08,3,171.24,银行卡,False,0.0,171.24,校区1学生宿舍,已完成,2.0,True,2024-10-23 11:08:12.076222
STU000789,大四,物流管理,ORD00000968,2025-04-02 19:57:43.076222,图书,图书25,78.6,1,78.6,银行卡,False,0.0,78.6,校区2学生宿舍,已完成,3.0,True,2025-04-02 23:10:01.076222
STU000789,大四,物流管理,ORD00000969,2025-05-05 19:57:43.076222,电子产品,电子产品9,4498.92,1,4498.92,银行卡,False,0.0,4498.92,校区1学生宿舍,处理中,,False,2025-05-05 09:51:54.076222
STU000789,大四,物流管理,ORD00000970,2024-09-23 19:57:43.076222,运动器材,运动器材65,164.72,1,164.72,微信支付,True,1.09,163.63,校区2学生宿舍,已取消,,False,2024-09-23 18:46:34.076222
